answer_id,visit_id,question_id,campaign_id,project_id,project_name,client_id,client_name,campaign_name,intervention_point_id,route_id,employee_id,employee_name,is_main_employee,workers_assigned_count,employee_active_status,employee_contract_type,employee_address_province,visit_date,visit_time,visit_status,visit_type,is_client_billable,question_name,question_category,question_order,question_is_highlighted,image_associated,question_type,answer,expected_answer,fk_visit_id_valid,fk_question_id_valid,created_at,updated_at_sys
8949,1580,569,65,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 25,92,210,8,Carlos,true,2,true,,CASTELLÓN,2026-02-14,14:45:00,OK,T,true,CONTACTO VISITA,1.Info,3,false,true,T,Auxiliar de farmacia,,true,true,2026-02-09,2026-03-16
8951,1580,567,65,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 25,92,210,8,Carlos,true,2,true,,CASTELLÓN,2026-02-14,14:45:00,OK,T,true,Indica el nº de facings de Nurofen,2. Visibilidad,,false,false,S,,,true,true,2026-02-09,2026-03-16
8966,1583,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,125,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-03-13,19:15:00,INCID,T,true,Tipo de farmacia,1. Visita,7,true,true,S,Otro,No,true,true,2026-03-08,2026-03-19
9009,1590,585,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,167,212,43,Ana,true,2,true,PART,VALLADOLID,2026-04-03,15:45:00,INCID,,true,Indica el nº de facings de Reflex Spray,2. Visibilidad,8,true,false,S,9,,true,true,2026-04-02,2026-04-28
9046,1595,585,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,84,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-08,09:15:00,INFO,C,true,Indica el nº de facings de Reflex Spray,2. Visibilidad,8,true,false,S,"0, No tienen stock",,true,true,2026-02-07,2026-04-14
9053,1596,582,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,43,212,43,Ana,true,2,true,PART,VALLADOLID,2026-04-02,13:30:00,NOVIS,T,false,Indica el nº de facings de Gavidigest,2. Visibilidad,5,true,false,S,3,No,true,true,2026-03-29,2026-04-18
9058,1597,579,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,200,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-03-13,15:45:00,INCID,,false,HORARIO,1.Info,2,false,false,T,Pendiente de confirmar,,true,true,2026-03-13,2026-03-17
9071,1600,579,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,11,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-03-10,,INCID,,true,HORARIO,1.Info,2,false,false,T,Titular disponible,,true,true,2026-03-09,2026-05-05
9096,1603,585,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,186,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-20,18:45:00,OK,T,true,Indica el nº de facings de Reflex Spray,2. Visibilidad,8,true,false,S,"0, No lo trabajan",,true,true,2026-02-16,2026-04-15
9103,1604,578,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,32,212,43,Ana,true,2,true,PART,VALLADOLID,2026-03-10,14:45:00,INCID,T,true,La farmacia quiere realizar pedido,1. Visita,1,false,true,S,No,,true,true,2026-03-08,2026-05-15
9106,1605,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,79,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-07,,INCID,,true,Tipo de farmacia,1. Visita,7,true,true,S,Farmacia de pueblo,,true,true,2026-02-03,2026-04-12
9119,1606,581,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,66,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-02-24,15:30:00,INFO,V,,Resultado de la formación,1. Visita,4,false,false,S,Farmacia cerrada,Si,true,true,2026-02-20,2026-05-12
9157,1611,581,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,172,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-22,19:15:00,INCID,,true,Resultado de la formación,1. Visita,4,false,false,S,Farmacia cerrada,,true,true,2026-02-19,2026-04-11
9221,1620,587,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,39,212,43,Ana,true,2,true,PART,VALLADOLID,2026-03-12,,INCID,C,true,Núm. Total de trabajadores de farmacia,1. Visita,10,false,false,N,10,,true,true,2026-03-07,2026-03-29
9246,1624,578,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,131,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-12,18:30:00,INCID,C,true,La farmacia quiere realizar pedido,1. Visita,1,false,true,S,No,,true,true,2026-02-10,2026-02-20
9274,1629,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,5,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-02-19,16:00:00,NOVIS,,false,Tipo de farmacia,1. Visita,7,true,true,S,Farmacia con producto expuesto,No,true,true,2026-02-15,2026-03-27
9276,1630,600,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,227,219,24,Sara,true,2,true,,CASTELLON,2026-03-06,12:15:00,INCID,T,false,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,13,true,true,M,Sacar del cajon,,true,true,2026-03-03,2026-04-27
9287,1631,598,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,197,217,33,Laura,true,2,true,INDEF,GRANADA,2026-01-30,,,C,false,Núm. Total de trabajadores de farmacia,1. Visita,11,false,true,N,30,,true,true,2026-01-29,2026-02-19
9327,1637,591,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,21,216,4,Elena,true,2,true,TEMP,CASTELLON,2026-03-04,10:15:00,INFO,V,true,HORARIO,1.Info,4,false,false,T,OK,,true,true,2026-02-28,2026-05-13
9329,1637,588,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,21,216,4,Elena,true,2,true,TEMP,CASTELLON,2026-03-04,10:15:00,INFO,V,true,CONTACTO VISITA,1.Info,1,true,false,T,OK,,true,true,2026-02-28,2026-05-13
9331,1637,595,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,21,216,4,Elena,true,2,true,TEMP,CASTELLON,2026-03-04,10:15:00,INFO,V,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,8,false,false,M,Mejora altura,No,true,true,2026-02-28,2026-05-13
9352,1640,600,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,190,215,42,Lucía,true,2,true,INDEF,CUENCA,2026-01-17,16:30:00,INCID,V,false,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,13,true,true,M,Mejora altura,,true,true,2026-01-15,2026-02-18
9358,1640,591,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,190,215,42,Lucía,true,2,true,INDEF,CUENCA,2026-01-17,16:30:00,INCID,V,false,HORARIO,1.Info,4,false,false,T,Titular disponible,,true,true,2026-01-15,2026-02-18
9373,1642,592,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,168,215,42,Lucía,true,2,true,INDEF,CUENCA,2026-02-10,13:00:00,INFO,,true,Resultado de la visita,2.Visita,5,false,false,S,No dispone de escaparate,Si,true,true,2026-02-06,2026-02-13
9382,1642,597,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,168,215,42,Lucía,true,2,true,INDEF,CUENCA,2026-02-10,13:00:00,INFO,,true,Tipo de farmacia,1. Visita,10,false,false,S,Farmacia de pueblo,,true,true,2026-02-06,2026-02-13
9428,1647,594,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,94,214,36,Carlos,true,2,true,,ALMERÍA,2026-03-05,15:45:00,INCID,,true,Indica el nº de facings de Nurofen,2. Visibilidad,7,false,false,S,5,,true,true,2026-03-05,2026-04-01
9441,1649,596,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,213,218,30,Lucía,true,2,true,INDEF,MADRID,2026-02-23,13:15:00,INCID,,false,Indica el nº de facings de Reflex Gel,2. Visibilidad,9,false,false,S,4,,true,true,2026-02-19,2026-04-08
9448,1650,596,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,47,218,30,Lucía,true,2,true,INDEF,MADRID,2026-01-27,09:00:00,INCID,,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,9,false,false,S,,No,true,true,2026-01-25,2026-03-02
9452,1650,597,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,47,218,30,Lucía,true,2,true,INDEF,MADRID,2026-01-27,09:00:00,INCID,,true,Tipo de farmacia,1. Visita,10,false,false,S,Farmacia blanca,,true,true,2026-01-25,2026-03-02
9476,1653,589,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,222,219,24,Sara,true,2,true,,CASTELLON,2026-02-17,14:30:00,INCID,,false,La farmacia quiere realizar pedido,1. Visita,2,false,true,S,Si,Si,true,true,2026-02-12,2026-04-22
9478,1653,596,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,222,219,24,Sara,true,2,true,,CASTELLON,2026-02-17,14:30:00,INCID,,false,Indica el nº de facings de Reflex Gel,2. Visibilidad,9,false,false,S,"0, No esta expuesto",Si,true,true,2026-02-12,2026-04-22
9488,1654,594,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,170,217,33,Laura,true,2,true,INDEF,GRANADA,2026-02-13,14:30:00,INCID,,true,Indica el nº de facings de Nurofen,2. Visibilidad,7,false,false,S,7,,true,true,2026-02-13,2026-02-28
9517,1658,598,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,83,216,4,Elena,true,2,true,TEMP,CASTELLON,2026-02-17,17:30:00,INCID,C,,Núm. Total de trabajadores de farmacia,1. Visita,11,false,true,N,45,No,true,true,2026-02-17,2026-02-24
9520,1658,593,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,83,216,4,Elena,true,2,true,TEMP,CASTELLON,2026-02-17,17:30:00,INCID,C,,Indica tipo de visita,1. Visita,6,false,false,T,OK,,true,true,2026-02-17,2026-02-24
9529,1660,604,68,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,135,221,16,Lucía,true,2,true,INDEF,,2026-04-10,10:45:00,INFO,,false,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,4,false,false,S,2,Si,true,true,2026-04-09,2026-05-03
9535,1661,603,68,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,205,223,45,Javier,true,2,true,TEMP,"PALMAS, LAS",2026-03-03,15:30:00,NOVIS,V,true,Que producto en concreto?,1. Visita,3,true,false,T,Sin comentarios,,true,true,2026-03-03,2026-04-13
9543,1663,601,68,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,180,220,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-17,08:30:00,INCID,,true,CONTACTO VISITA,1.Info,1,false,true,T,Auxiliar de farmacia,Si,true,true,2026-03-14,2026-05-01
9556,1666,609,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,189,225,37,Javier,true,2,true,INDEF,A CORUÑA,2026-01-19,09:30:00,INCID,C,true,HORARIO,1.Info,3,false,false,T,OK,Si,true,true,2026-01-16,2026-01-25
9594,1670,611,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,171,224,43,Ana,true,2,true,PART,VALLADOLID,2026-03-12,15:15:00,INCID,,false,Indica tiempo de la visita (en min),1. Visita,5,false,true,N,1,No,true,true,2026-03-09,2026-04-18
9603,1672,610,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,103,225,37,Javier,true,2,true,INDEF,A CORUÑA,2026-03-13,13:45:00,INCID,,true,Resultado de la formación,1. Visita,4,true,true,S,Formación OK,No,true,true,2026-03-12,2026-04-22
9606,1672,614,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,103,225,37,Javier,true,2,true,INDEF,A CORUÑA,2026-03-13,13:45:00,INCID,,true,Indica el nº de facings de Gavidigest,2. Visibilidad,8,false,false,S,4,Si,true,true,2026-03-12,2026-04-22
9614,1673,609,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,7,224,43,Ana,true,2,true,PART,VALLADOLID,2026-02-25,09:45:00,OK,,true,HORARIO,1.Info,3,false,false,T,Farmacéutico adjunto,,true,true,2026-02-21,2026-03-22
9615,1673,618,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,7,224,43,Ana,true,2,true,PART,VALLADOLID,2026-02-25,09:45:00,OK,,true,CONTACTO VISITA,1.Info,12,false,false,T,Pendiente de confirmar,Si,true,true,2026-02-21,2026-03-22
9621,1673,611,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,7,224,43,Ana,true,2,true,PART,VALLADOLID,2026-02-25,09:45:00,OK,,true,Indica tiempo de la visita (en min),1. Visita,5,false,true,N,1,,true,true,2026-02-21,2026-03-22
9689,1680,608,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,200,224,43,Ana,true,2,true,PART,VALLADOLID,2026-01-14,14:00:00,OK,V,true,OBSERV VISITA,1.Info,2,true,false,T,Farmacéutico adjunto,No,true,true,2026-01-11,2026-04-23
9690,1680,610,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,200,224,43,Ana,true,2,true,PART,VALLADOLID,2026-01-14,14:00:00,OK,V,true,Resultado de la formación,1. Visita,4,true,true,S,No es una farmacia,,true,true,2026-01-11,2026-04-23
9745,1687,636,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,4,233,14,Javier,true,2,true,,PONTEVEDRA,2026-01-23,18:45:00,OK,V,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,5,true,true,M,Segundo espacio,,true,true,2026-01-19,2026-02-22
9807,1692,633,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,65,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-07,18:45:00,INFO,C,true,Indica de qué marca,,2,false,false,M,Nurofen,,true,true,2026-03-02,2026-04-12
9849,1697,643,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,183,235,22,José,true,2,true,,PORTALEGRE,2026-02-23,18:45:00,INCID,,false,OBSERV VISITA,1.Info,12,false,true,T,Sin comentarios,No,true,true,2026-02-18,2026-03-05
9880,1701,632,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,102,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-01-08,12:00:00,INCID,T,false,,,1,true,false,M,,,true,true,2026-01-08,2026-05-18
9903,1703,644,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,181,235,22,José,true,2,true,,PORTALEGRE,2026-02-14,09:45:00,INCID,,true,CONTACTO VISITA,1.Info,13,false,true,T,Farmacéutico adjunto,Si,true,true,2026-02-13,2026-03-18
9938,1708,642,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,84,234,19,Isabel,true,2,true,,CANILLO,2026-02-16,19:00:00,OK,T,true,Núm. de personas formadas,1. Visita,11,false,false,N,1,Si,true,true,2026-02-13,2026-03-10
9943,1708,638,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,84,234,19,Isabel,true,2,true,,CANILLO,2026-02-16,19:00:00,OK,T,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,7,false,false,S,2,,true,true,2026-02-13,2026-03-10
9949,1709,634,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,177,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-08,14:00:00,INCID,C,false,La farmacia quiere realizar pedido,1. Visita,3,false,false,T,Sin comentarios,,true,true,2026-03-04,2026-04-03
9974,1712,637,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,224,232,7,David,true,2,true,TEMP,SANTARÉM,2026-01-08,13:15:00,INFO,V,true,Indica el nº de facings de Gavidigest,2. Visibilidad,6,true,false,S,4,,true,true,2026-01-07,2026-05-11
10013,1717,641,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,154,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-13,13:45:00,INCID,,false,Indica tiempo de la visita (en min),1. Visita,10,false,false,N,20,Si,true,true,2026-03-12,2026-04-04
10029,1719,641,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,218,235,22,José,true,2,true,,PORTALEGRE,2026-02-09,15:15:00,INCID,T,false,Indica tiempo de la visita (en min),1. Visita,10,false,false,N,1,Si,true,true,2026-02-04,2026-05-07
10055,1722,635,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,97,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-02-24,11:15:00,INCID,,false,HORARIO,1.Info,4,false,true,T,Sin comentarios,,true,true,2026-02-21,2026-03-25
10068,1725,633,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,222,235,22,José,true,2,true,,PORTALEGRE,2026-03-03,15:45:00,OK,,false,Indica de qué marca,,2,false,false,M,Gavinatura,,true,true,2026-02-26,2026-04-12
10111,1741,648,72,28,Proyecto Formación 28,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Formación 28,22,237,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-02-09,17:00:00,INCID,T,false,Indica el nº de facings de Gaviscon,,4,true,false,S,,Si,true,true,2026-02-04,2026-04-14
10117,1743,648,72,28,Proyecto Formación 28,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Formación 28,92,239,32,Javier,true,2,true,TEMP,ASTURIAS,2026-03-14,08:30:00,INFO,,false,Indica el nº de facings de Gaviscon,,4,true,false,S,,No,true,true,2026-03-12,2026-03-15
10165,158,61,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,134,21,44,José,true,2,true,TEMP,BARCELONA,2026-01-06,11:30:00,INCID,C,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,6,false,true,M,Segundo espacio,,true,true,2026-01-01,2026-04-16
10191,333,110,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,71,46,15,Miguel,true,2,true,INDEF,LUGO,2026-03-05,12:15:00,INFO,T,,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,4,false,false,M,Mejora planograma,,true,true,2026-03-04,2026-05-05
21,2,9,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,36,3,44,José,true,2,true,TEMP,BARCELONA,2026-02-05,12:30:00,INCID,,false,Nombre de la persona formada,1. Visita,9,true,false,T,Auxiliar de farmacia,,true,true,2026-02-03,2026-05-14
25,3,1,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,116,3,44,José,true,2,true,TEMP,BARCELONA,2026-03-08,17:15:00,INCID,C,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,1,false,false,M,Ampliar facings,,true,true,2026-03-04,2026-05-17
95,12,11,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,12,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-25,10:30:00,INCID,T,true,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,11,false,true,S,7,,true,true,2026-01-24,2026-03-16
99,12,2,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,12,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-25,10:30:00,INCID,T,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,2,false,false,M,Mejora planograma,,true,true,2026-01-24,2026-03-16
100,12,3,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,12,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-25,10:30:00,INCID,T,true,Indica el nº de facings de Reflex Spray,2. Visibilidad,3,false,true,S,1,,true,true,2026-01-24,2026-03-16
123,15,2,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,39,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-11,17:45:00,INCID,T,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,2,false,false,M,Segundo espacio,Si,true,true,2026-01-09,2026-01-23
133,16,9,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,65,2,19,Isabel,true,2,true,,CANILLO,2026-02-17,12:30:00,INCID,C,true,Nombre de la persona formada,1. Visita,9,true,false,T,Farmacéutico adjunto,Si,true,true,2026-02-17,2026-04-03
148,21,17,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,71,6,3,Laura,true,2,true,INDEF,CANILLO,2026-01-19,11:00:00,INCID,C,false,OBSERV VISITA,1.Info,4,true,true,T,Auxiliar de farmacia,No,true,true,2026-01-16,2026-04-04
245,50,16,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,84,8,34,Pablo,true,2,true,TEMP,ZAMORA,2026-01-26,08:15:00,INFO,C,true,Indica tiempo de la visita (en min),1. Visita,3,false,false,N,60,,true,true,2026-01-25,2026-02-18
247,50,15,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,84,8,34,Pablo,true,2,true,TEMP,ZAMORA,2026-01-26,08:15:00,INFO,C,true,La farmacia quiere realizar pedido,1. Visita,2,true,false,S,Si,,true,true,2026-01-25,2026-02-18
252,52,18,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,96,4,28,Javier,true,2,true,PART,VISEU,2026-02-12,12:30:00,INCID,T,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,5,false,false,M,Mejora altura,Si,true,true,2026-02-11,2026-04-18
263,55,14,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,150,6,3,Laura,true,2,true,INDEF,CANILLO,2026-01-25,19:15:00,INFO,C,,Tipo de farmacia,1. Visita,1,false,false,S,Farmacia pequeña,Si,true,true,2026-01-21,2026-04-12
269,56,17,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,200,5,36,Carlos,true,2,true,,ALMERÍA,2026-01-13,11:15:00,INCID,V,,OBSERV VISITA,1.Info,4,true,true,T,,,true,true,2026-01-12,2026-05-05
276,59,18,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,2,7,26,Sara,true,2,true,TEMP,VISEU DÃO LAFÕES,2026-01-12,09:45:00,INCID,T,false,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,5,false,false,M,Ampliar facings,No,true,true,2026-01-09,2026-01-16
278,59,17,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,2,7,26,Sara,true,2,true,TEMP,VISEU DÃO LAFÕES,2026-01-12,09:45:00,INCID,T,false,OBSERV VISITA,1.Info,4,true,true,T,Pendiente de confirmar,,true,true,2026-01-09,2026-01-16
322,70,28,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,139,14,13,Sara,true,2,true,,BADAJOZ,2026-02-16,18:15:00,INCID,V,false,OBSERV VISITA,1.Info,5,false,false,T,Titular disponible,,true,true,2026-02-12,2026-05-05
331,71,33,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,220,14,13,Sara,true,2,true,,BADAJOZ,2026-02-24,14:45:00,INCID,,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,10,false,false,M,,,true,true,2026-02-19,2026-05-06
346,73,28,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,64,15,15,Miguel,true,2,true,INDEF,LUGO,2026-01-25,19:15:00,INCID,C,,OBSERV VISITA,1.Info,5,false,false,T,,No,true,true,2026-01-20,2026-02-09
399,80,29,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,92,16,33,Laura,true,2,true,INDEF,GRANADA,2026-02-02,13:45:00,OK,V,false,Indica tiempo de la visita (en min),1. Visita,6,false,true,N,20,,true,true,2026-01-29,2026-04-25
